═══════════════════════════════════════════════════════════════
  分析统计信息
═══════════════════════════════════════════════════════════════
分析类数量: 10163
分析方法数量: 95812
调用图节点数: 27764
调用图边数: 264174
═══════════════════════════════════════════════════════════════

╔══════════════════════════════════════════════════════════════╗
║  Sink #1: lookup                                             ║
║  找到链条...                                                     ║
╚══════════════════════════════════════════════════════════════╝

<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.net.URL: java.net.URLConnection openConnection()>

--- 链 336 ---
<com.sun.org.apache.xalan.internal.xsltc.dom.BitArray: void readExternal(java.io.ObjectInput)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.UI: java.lang.String getSessionDetails(com.vaadin.server.VaadinSession)>->[-1, -1]
<com.vaadin.ui.AbstractField: java.lang.String toString()>->[-1, -1]
<com.vaadin.data.util.LegacyPropertyHelper: java.lang.String legacyPropertyToString(com.vaadin.data.Property)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.RowItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.String getDataSourceValue()>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.net.URL: java.net.URLConnection openConnection()>

--- 链 337 ---
<java.beans.PropertyChangeSupport: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.UI: java.lang.String getSessionDetails(com.vaadin.server.VaadinSession)>->[-1, -1]
<com.vaadin.ui.AbstractField: java.lang.String toString()>->[-1, -1]
<com.vaadin.data.util.LegacyPropertyHelper: java.lang.String legacyPropertyToString(com.vaadin.data.Property)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.RowItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.String getDataSourceValue()>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.net.URL: java.net.URLConnection openConnection()>

--- 链 338 ---
<java.lang.Throwable: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.UI: java.lang.String getSessionDetails(com.vaadin.server.VaadinSession)>->[-1, -1]
<com.vaadin.ui.AbstractField: java.lang.String toString()>->[-1, -1]
<com.vaadin.data.util.LegacyPropertyHelper: java.lang.String legacyPropertyToString(com.vaadin.data.Property)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.RowItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.String getDataSourceValue()>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.net.URL: java.net.URLConnection openConnection()>

--- 链 339 ---
<java.time.chrono.Ser: void readExternal(java.io.ObjectInput)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.UI: java.lang.String getSessionDetails(com.vaadin.server.VaadinSession)>->[-1, -1]
<com.vaadin.ui.AbstractField: java.lang.String toString()>->[-1, -1]
<com.vaadin.data.util.LegacyPropertyHelper: java.lang.String legacyPropertyToString(com.vaadin.data.Property)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.RowItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.String getDataSourceValue()>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.net.URL: java.net.URLConnection openConnection()>

--- 链 340 ---
<com.vaadin.ui.ConnectorTracker: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.UI: java.lang.String getSessionDetails(com.vaadin.server.VaadinSession)>->[-1, -1]
<com.vaadin.ui.AbstractField: java.lang.String toString()>->[-1, -1]
<com.vaadin.data.util.LegacyPropertyHelper: java.lang.String legacyPropertyToString(com.vaadin.data.Property)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.RowItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.String getDataSourceValue()>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.net.URL: java.net.URLConnection openConnection()>

--- 链 341 ---
<java.time.Ser: void readExternal(java.io.ObjectInput)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.UI: java.lang.String getSessionDetails(com.vaadin.server.VaadinSession)>->[-1, -1]
<com.vaadin.ui.AbstractField: java.lang.String toString()>->[-1, -1]
<com.vaadin.data.util.LegacyPropertyHelper: java.lang.String legacyPropertyToString(com.vaadin.data.Property)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.RowItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.String getDataSourceValue()>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.net.URL: java.net.URLConnection openConnection()>

--- 链 342 ---
<java.util.Collections$SetFromMap: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.UI: java.lang.String getSessionDetails(com.vaadin.server.VaadinSession)>->[-1, -1]
<com.vaadin.ui.AbstractField: java.lang.String toString()>->[-1, -1]
<com.vaadin.data.util.LegacyPropertyHelper: java.lang.String legacyPropertyToString(com.vaadin.data.Property)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.RowItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.String getDataSourceValue()>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.net.URL: java.net.URLConnection openConnection()>

--- 链 343 ---
<java.util.PropertyPermissionCollection: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.UI: java.lang.String getSessionDetails(com.vaadin.server.VaadinSession)>->[-1, -1]
<com.vaadin.ui.AbstractField: java.lang.String toString()>->[-1, -1]
<com.vaadin.data.util.LegacyPropertyHelper: java.lang.String legacyPropertyToString(com.vaadin.data.Property)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.RowItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.String getDataSourceValue()>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.net.URL: java.net.URLConnection openConnection()>

--- 链 344 ---
<java.time.zone.Ser: void readExternal(java.io.ObjectInput)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.UI: java.lang.String getSessionDetails(com.vaadin.server.VaadinSession)>->[-1, -1]
<com.vaadin.ui.AbstractField: java.lang.String toString()>->[-1, -1]
<com.vaadin.data.util.LegacyPropertyHelper: java.lang.String legacyPropertyToString(com.vaadin.data.Property)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.RowItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.String getDataSourceValue()>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.net.URL: java.net.URLConnection openConnection()>

--- 链 345 ---
<java.io.FilePermissionCollection: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.server.JsonCodec: java.lang.Object decodeObject(java.lang.reflect.Type,elemental.json.JsonObject,com.vaadin.ui.ConnectorTracker)>->[-1, -1]
<com.vaadin.server.JsonCodec$MethodProperty: void setValue(java.lang.Object,java.lang.Object)>->[-1, -1]
<com.vaadin.ui.DefaultFieldFactory: java.lang.String createCaptionByPropertyId(java.lang.Object)>->[-1, -1]
<com.vaadin.shared.util.SharedUtil: java.lang.String propertyIdToHumanFriendly(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.RowItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.String getDataSourceValue()>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.net.URL: java.net.URLConnection openConnection()>

--- 链 346 ---
<java.net.SocketPermissionCollection: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.server.JsonCodec: java.lang.Object decodeObject(java.lang.reflect.Type,elemental.json.JsonObject,com.vaadin.ui.ConnectorTracker)>->[-1, -1]
<com.vaadin.server.JsonCodec$MethodProperty: void setValue(java.lang.Object,java.lang.Object)>->[-1, -1]
<com.vaadin.ui.DefaultFieldFactory: java.lang.String createCaptionByPropertyId(java.lang.Object)>->[-1, -1]
<com.vaadin.shared.util.SharedUtil: java.lang.String propertyIdToHumanFriendly(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.RowItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.String getDataSourceValue()>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.net.URL: java.net.URLConnection openConnection()>

--- 链 347 ---
<com.vaadin.data.util.MethodPropertyDescriptor: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.util.ReflectTools: java.lang.Class convertPrimitiveType(java.lang.Class)>->[-1, -1]
<com.vaadin.data.util.filter.Not: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.filter.AbstractJunctionFilter: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.UI: java.lang.String getSessionDetails(com.vaadin.server.VaadinSession)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.RowItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.String getDataSourceValue()>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.net.URL: java.net.URLConnection openConnection()>

--- 链 348 ---
<com.vaadin.data.util.NestedMethodProperty: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: void initialize(java.lang.Class,java.lang.String)>->[-1, -1]
<com.vaadin.util.ReflectTools: java.lang.Class convertPrimitiveType(java.lang.Class)>->[-1, -1]
<com.vaadin.data.util.filter.AbstractJunctionFilter: boolean equals(java.lang.Object)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.UI: java.lang.String getSessionDetails(com.vaadin.server.VaadinSession)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.RowItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.String getDataSourceValue()>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.net.URL: java.net.URLConnection openConnection()>

--- 链 349 ---
<java.io.FilePermissionCollection: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.data.util.ListSet: boolean addAll(java.util.Collection)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.util.ReflectTools: java.lang.Object getJavaFieldValue(java.lang.Object,java.lang.reflect.Field)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: void writeAttribute(java.lang.Object,java.lang.String,org.jsoup.nodes.Attributes,java.lang.Object)>->[-1, -1]
<com.vaadin.ui.UI: java.lang.String getSessionDetails(com.vaadin.server.VaadinSession)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.RowItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.String getDataSourceValue()>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.net.URL: java.net.URLConnection openConnection()>

--- 链 350 ---
<java.net.SocketPermissionCollection: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.data.util.ListSet: boolean addAll(java.util.Collection)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.util.ReflectTools: java.lang.Object getJavaFieldValue(java.lang.Object,java.lang.reflect.Field)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: void writeAttribute(java.lang.Object,java.lang.String,org.jsoup.nodes.Attributes,java.lang.Object)>->[-1, -1]
<com.vaadin.ui.UI: java.lang.String getSessionDetails(com.vaadin.server.VaadinSession)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.RowItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.String getDataSourceValue()>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.net.URL: java.net.URLConnection openConnection()>

--- 链 351 ---
<javax.management.BadAttributeValueExpException: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.RowItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.AbstractSelect: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.data.util.ContainerHierarchicalWrapper: boolean containsId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: boolean containsId(java.lang.Object)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.SQLContainer: boolean itemPassesFilters(com.vaadin.data.util.sqlcontainer.RowItem)>->[-1, -1]
<com.vaadin.data.util.filter.SimpleStringFilter: boolean passesFilter(java.lang.Object,com.vaadin.data.Item)>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.String getDataSourceValue()>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.net.URL: java.net.URLConnection openConnection()>

--- 链 352 ---
<javax.management.BadAttributeValueExpException: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.ui.AbstractField: java.lang.String toString()>->[-1, -1]
<com.vaadin.data.util.LegacyPropertyHelper: java.lang.String legacyPropertyToString(com.vaadin.data.Property)>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.RowItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.data.util.sqlcontainer.RowItem: com.vaadin.data.Property getItemProperty(java.lang.Object)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.UI: java.lang.String getSessionDetails(com.vaadin.server.VaadinSession)>->[-1, -1]
<com.vaadin.data.util.PropertysetItem: java.lang.String toString()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.String getDataSourceValue()>->[-1, -1]
<com.vaadin.data.util.NestedMethodProperty: java.lang.Object getValue()>->[-1, -1]
<java.net.URL: java.net.URLConnection openConnection()>

--- 链 353 ---
<java.beans.VetoableChangeSupport: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.server.JsonCodec: java.lang.Object decodeObject(java.lang.reflect.Type,elemental.json.JsonObject,com.vaadin.ui.ConnectorTracker)>->[-1, -1]
